sub_id	entry	kind	page_start	page_end
10801730-0	1730	head	253	253
10801730-1	1730	sublemma	253	253
10801730-2	1730	sublemma	253	253
10801730-3	1730	sublemma	253	253
10801730-4	1730	sublemma	253	253
10801730-5	1730	sublemma	253	254
10801731-0	1731	head	254	254
10801731-1	1731	sublemma	254	254
10801732-0	1732	head	254	254
10801732-1	1732	sublemma	254	254
10801733-0	1733	head	254	254
10801733-1	1733	sublemma	254	254
10801734-0	1734	head	254	254
10801734-1	1734	sublemma	254	254
10801735-0	1735	head	254	254
10801735-1	1735	sublemma	254	254
10801736-0	1736	head	254	254
10801736-1	1736	sublemma	254	254
10801737-0	1737	head	254	254
10801737-1	1737	sublemma	254	254
10801738-0	1738	head	254	254
10801738-1	1738	sublemma	254	254
10801739-0	1739	head	254	254
10801739-1	1739	sublemma	254	254
10801740-0	1740	head	254	254
10801740-1	1740	sublemma	254	254
10801741-0	1741	head	254	254
10801741-1	1741	sublemma	254	254
10801742-0	1742	head	255	255
10801742-1	1742	sublemma	255	255
10801742-2	1742	sublemma	255	255
10801742-3	1742	sublemma	255	255
10801743-0	1743	head	255	255
10801743-1	1743	sublemma	255	255
10801744-0	1744	head	255	255
10801744-1	1744	sublemma	255	255
10801745-0	1745	head	255	255
10801745-1	1745	sublemma	255	255
10801746-0	1746	head	255	255
10801746-1	1746	sublemma	255	255
10801747-0	1747	head	255	255
10801747-1	1747	sublemma	255	255
10801747-2	1747	sublemma	255	255
10801748-0	1748	head	255	255
10801748-1	1748	sublemma	255	255
10801749-0	1749	head	255	255
10801749-1	1749	sublemma	255	255
10801749-2	1749	sublemma	255	255
10801749-3	1749	sublemma	255	255
10801749-4	1749	sublemma	255	255
10801750-0	1750	head	255	255
10801750-1	1750	sublemma	255	256
10801750-2	1750	sublemma	256	256
10801751-0	1751	head	256	256
10801751-1	1751	sublemma	256	256
10801751-2	1751	sublemma	256	256
10801752-0	1752	head	256	256
10801752-1	1752	sublemma	256	256
10801752-2	1752	sublemma	256	256
10801753-0	1753	head	256	256
10801753-1	1753	sublemma	256	256
10801753-2	1753	sublemma	256	256
10801753-3	1753	sublemma	256	256
10801753-4	1753	sublemma	256	257
10801753-5	1753	sublemma	257	257
10801753-6	1753	sublemma	257	257
10801753-7	1753	sublemma	257	257
10801753-8	1753	sublemma	257	257
10801753-9	1753	sublemma	257	257
10801753-10	1753	sublemma	257	257
10801753-11	1753	sublemma	257	257
10801753-12	1753	sublemma	257	257
10801753-13	1753	sublemma	257	257
10801753-14	1753	sublemma	257	257
10801754-0	1754	head	257	257
10801754-1	1754	sublemma	257	257
10801754-2	1754	sublemma	257	257
10801754-3	1754	sublemma	257	257
10801754-4	1754	sublemma	257	257
10801755-0	1755	head	257	257
10801755-1	1755	sublemma	257	257
10801755-2	1755	sublemma	257	257
10801756-0	1756	head	257	257
10801756-1	1756	sublemma	257	257
10801756-2	1756	sublemma	257	257
10801757-0	1757	head	257	257
10801757-1	1757	sublemma	257	257
10801758-0	1758	head	257	257
10801758-1	1758	sublemma	257	257
10801758-2	1758	sublemma	257	257
10801758-3	1758	sublemma	257	257
10801758-4	1758	sublemma	257	257
10801758-5	1758	sublemma	257	257
10801759-0	1759	head	257	257
10801759-1	1759	sublemma	257	257
10801760-0	1760	head	258	258
10801760-1	1760	sublemma	258	258
10801760-2	1760	sublemma	258	258
10801761-0	1761	head	258	258
10801761-1	1761	sublemma	258	258
10801761-2	1761	sublemma	258	258
10801761-3	1761	sublemma	258	258
10801761-4	1761	sublemma	258	258
10801761-5	1761	sublemma	258	258
10801761-6	1761	sublemma	258	258
10801761-7	1761	sublemma	258	258
10801761-8	1761	sublemma	258	258
10801761-9	1761	sublemma	258	258
10801762-0	1762	head	258	258
10801762-1	1762	sublemma	258	258
10801763-0	1763	head	258	258
10801763-1	1763	sublemma	258	258
10801764-0	1764	head	258	258
10801764-1	1764	sublemma	258	258
10801764-2	1764	sublemma	258	258
10801765-0	1765	head	258	258
10801765-1	1765	sublemma	258	258
10801766-0	1766	head	258	258
10801766-1	1766	sublemma	258	258
10801766-2	1766	sublemma	258	258
10801766-3	1766	sublemma	258	258
10801766-4	1766	sublemma	258	259
10801766-5	1766	sublemma	259	259
10801766-6	1766	sublemma	259	259
10801766-7	1766	sublemma	259	259
10801766-8	1766	sublemma	259	259
10801766-9	1766	sublemma	259	259
10801766-10	1766	sublemma	259	259
10801766-11	1766	sublemma	259	259
10801766-12	1766	sublemma	259	259
10801766-13	1766	sublemma	259	259
10801766-14	1766	sublemma	259	259
10801766-15	1766	sublemma	259	259
10801766-16	1766	sublemma	259	260
10801766-17	1766	sublemma	260	260
10801766-18	1766	sublemma	260	260
10801766-19	1766	sublemma	260	260
10801766-20	1766	sublemma	260	260
10801766-21	1766	sublemma	260	260
10801766-22	1766	sublemma	260	260
10801767-0	1767	head	260	260
10801767-1	1767	sublemma	260	260
10801768-0	1768	head	260	260
10801768-1	1768	sublemma	260	260
10801768-2	1768	sublemma	260	260
10801768-3	1768	sublemma	260	260
10801768-4	1768	sublemma	260	260
10801768-5	1768	sublemma	260	260
10801768-6	1768	sublemma	260	260
10801768-7	1768	sublemma	260	260
10801768-8	1768	sublemma	260	261
10801768-9	1768	sublemma	261	261
10801768-10	1768	sublemma	261	261
10801769-0	1769	head	261	261
10801769-1	1769	sublemma	261	261
10801770-0	1770	head	261	261
10801770-1	1770	sublemma	261	261
10801770-2	1770	sublemma	261	261
10801770-3	1770	sublemma	261	261
10801770-4	1770	sublemma	261	261
10801770-5	1770	sublemma	261	261
10801770-6	1770	sublemma	261	261
10801770-7	1770	sublemma	261	261
10801770-8	1770	sublemma	261	261
10801770-9	1770	sublemma	261	262
10801770-10	1770	sublemma	262	262
10801770-11	1770	sublemma	262	262
10801770-12	1770	sublemma	262	262
10801770-13	1770	sublemma	262	262
10801770-14	1770	sublemma	262	262
10801771-0	1771	head	262	262
10801771-1	1771	sublemma	262	262
10801771-2	1771	sublemma	262	262
10801771-3	1771	sublemma	262	262
10801771-4	1771	sublemma	262	262
10801771-5	1771	sublemma	262	262
10801771-6	1771	sublemma	262	262
10801771-7	1771	sublemma	262	262
10801771-8	1771	sublemma	262	262
10801772-0	1772	head	262	262
10801772-1	1772	sublemma	262	262
10801772-2	1772	sublemma	262	262
10801773-0	1773	head	262	262
10801773-1	1773	sublemma	262	262
10801773-2	1773	sublemma	262	262
10801774-0	1774	head	262	262
10801774-1	1774	sublemma	262	263
10801775-0	1775	head	263	263
10801775-1	1775	sublemma	263	263
10801776-0	1776	head	263	263
10801776-1	1776	sublemma	263	263
10801777-0	1777	head	263	263
10801777-1	1777	sublemma	263	263
10801777-2	1777	sublemma	263	263
10801778-0	1778	head	263	263
10801778-1	1778	sublemma	263	263
10801778-2	1778	sublemma	263	263
10801779-0	1779	head	263	263
10801779-1	1779	sublemma	263	263
10801780-0	1780	head	263	263
10801780-1	1780	sublemma	263	263
10801781-0	1781	head	263	263
10801781-1	1781	sublemma	263	263
10801782-0	1782	head	263	263
10801782-1	1782	sublemma	263	263
10801783-0	1783	head	263	263
10801783-1	1783	sublemma	263	263
10801784-0	1784	head	263	263
10801784-1	1784	sublemma	263	263
10801785-0	1785	head	263	263
10801785-1	1785	sublemma	263	263
10801785-2	1785	sublemma	263	263
10801785-3	1785	sublemma	263	263
10801785-4	1785	sublemma	263	263
10801786-0	1786	head	263	263
10801786-1	1786	sublemma	263	263
10801787-0	1787	head	263	263
10801787-1	1787	sublemma	263	264
10801788-0	1788	head	264	264
10801788-1	1788	sublemma	264	264
10801789-0	1789	head	264	264
10801789-1	1789	sublemma	264	264
10801789-2	1789	sublemma	264	264
10801790-0	1790	head	264	264
10801790-1	1790	sublemma	264	264
10801791-0	1791	head	264	264
10801791-1	1791	sublemma	264	264
10801792-0	1792	head	264	264
10801792-1	1792	sublemma	264	264
10801793-0	1793	head	264	264
10801793-1	1793	sublemma	264	264
10801794-0	1794	head	264	264
10801794-1	1794	sublemma	264	264
10801795-0	1795	head	264	264
10801795-1	1795	sublemma	264	264
10801796-0	1796	head	264	264
10801796-1	1796	sublemma	264	264
10801796-2	1796	sublemma	264	264
10801796-3	1796	sublemma	264	264
10801797-0	1797	head	264	264
10801797-1	1797	sublemma	264	264
10801797-2	1797	sublemma	264	264
10801797-3	1797	sublemma	264	264
10801798-0	1798	head	264	265
10801798-1	1798	sublemma	265	265
10801799-0	1799	head	265	265
10801799-1	1799	sublemma	265	265
10801800-0	1800	head	265	265
10801800-1	1800	sublemma	265	265
10801801-0	1801	head	265	265
10801801-1	1801	sublemma	265	265
10801802-0	1802	head	265	265
10801802-1	1802	sublemma	265	265
10801803-0	1803	head	265	265
10801803-1	1803	sublemma	265	265
10801804-0	1804	head	265	265
10801804-1	1804	sublemma	265	265
10801804-2	1804	sublemma	265	265
10801805-0	1805	head	265	265
10801805-1	1805	sublemma	265	265
10801805-2	1805	sublemma	265	265
10801806-0	1806	head	265	265
10801806-1	1806	sublemma	265	265
10801807-0	1807	head	266	266
10801807-1	1807	sublemma	266	266
10801807-2	1807	sublemma	266	266
10801807-3	1807	sublemma	266	266
10801807-4	1807	sublemma	266	266
10801808-0	1808	head	266	266
10801808-1	1808	sublemma	266	266
10801809-0	1809	head	266	266
10801809-1	1809	sublemma	266	266
10801809-2	1809	sublemma	266	266
10801809-3	1809	sublemma	266	266
10801810-0	1810	head	266	266
10801810-1	1810	sublemma	266	266
10801811-0	1811	head	266	266
10801811-1	1811	sublemma	266	266
10801812-0	1812	head	266	266
10801812-1	1812	sublemma	266	266
10801813-0	1813	head	266	266
10801813-1	1813	sublemma	266	266
10801813-2	1813	sublemma	266	266
10801813-3	1813	sublemma	266	266
10801813-4	1813	sublemma	266	266
10801813-5	1813	sublemma	266	266
10801814-0	1814	head	266	266
10801814-1	1814	sublemma	266	267
10801815-0	1815	head	267	267
10801815-1	1815	sublemma	267	267
10801815-2	1815	sublemma	267	267
10801816-0	1816	head	267	267
10801816-1	1816	sublemma	267	267
10801816-2	1816	sublemma	267	267
10801816-3	1816	sublemma	267	267
10801816-4	1816	sublemma	267	267
10801816-5	1816	sublemma	267	267
10801816-6	1816	sublemma	267	267
10801816-7	1816	sublemma	267	267
10801816-8	1816	sublemma	267	267
10801816-9	1816	sublemma	267	267
10801816-10	1816	sublemma	267	267
10801816-11	1816	sublemma	267	268
10801816-12	1816	sublemma	268	268
10801816-13	1816	sublemma	268	268
10801816-14	1816	sublemma	268	268
10801816-15	1816	sublemma	268	268
10801816-16	1816	sublemma	268	268
10801816-17	1816	sublemma	268	268
10801816-18	1816	sublemma	268	268
10801816-19	1816	sublemma	268	268
10801816-20	1816	sublemma	268	268
10801816-21	1816	sublemma	268	268
10801816-22	1816	sublemma	268	268
10801816-23	1816	sublemma	268	268
10801816-24	1816	sublemma	268	269
10801816-25	1816	sublemma	269	269
10801817-0	1817	head	269	269
10801817-1	1817	sublemma	269	269
10801817-2	1817	sublemma	269	269
10801818-0	1818	head	269	269
10801818-1	1818	sublemma	269	269
10801819-0	1819	head	269	269
10801819-1	1819	sublemma	269	269
10801820-0	1820	head	269	269
10801820-1	1820	sublemma	269	269
10801821-0	1821	head	269	269
10801821-1	1821	sublemma	269	269
10801821-2	1821	sublemma	269	269
10801821-3	1821	sublemma	269	269
10801822-0	1822	head	269	269
10801822-1	1822	sublemma	269	269
10801823-0	1823	head	269	269
10801823-1	1823	sublemma	269	269
10801823-2	1823	sublemma	269	269
10801824-0	1824	head	269	269
10801824-1	1824	sublemma	269	269
10801825-0	1825	head	269	269
10801825-1	1825	sublemma	269	269
10801825-2	1825	sublemma	269	269
10801826-0	1826	head	269	269
10801826-1	1826	sublemma	269	270
10801826-2	1826	sublemma	270	270
10801827-0	1827	head	270	270
10801827-1	1827	sublemma	270	270
10801827-2	1827	sublemma	270	270
10801828-0	1828	head	270	270
10801828-1	1828	sublemma	270	270
10801828-2	1828	sublemma	270	270
10801829-0	1829	head	270	270
10801829-1	1829	sublemma	270	270
10801830-0	1830	head	270	270
10801830-1	1830	sublemma	270	270
10801831-0	1831	head	270	270
10801831-1	1831	sublemma	270	270
10801831-2	1831	sublemma	270	270
10801831-3	1831	sublemma	270	270
10801831-4	1831	sublemma	270	270
10801831-5	1831	sublemma	270	271
10801831-6	1831	sublemma	271	271
10801831-7	1831	sublemma	271	271
10801831-8	1831	sublemma	271	271
10801831-9	1831	sublemma	271	271
10801831-10	1831	sublemma	271	271
10801832-0	1832	head	271	271
10801832-1	1832	sublemma	271	271
10801833-0	1833	head	271	271
10801833-1	1833	sublemma	271	271
10801834-0	1834	head	271	271
10801834-1	1834	sublemma	271	271
10801835-0	1835	head	271	271
10801835-1	1835	sublemma	271	271
10801836-0	1836	head	271	271
10801836-1	1836	sublemma	271	271
10801836-2	1836	sublemma	271	271
10801836-3	1836	sublemma	271	271
10801836-4	1836	sublemma	271	271
10801836-5	1836	sublemma	271	272
10801837-0	1837	head	272	272
10801837-1	1837	sublemma	272	272
10801838-0	1838	head	272	272
10801838-1	1838	sublemma	272	272
10801839-0	1839	head	272	272
10801839-1	1839	sublemma	272	272
10801840-0	1840	head	272	272
10801840-1	1840	sublemma	272	272
10801841-0	1841	head	272	272
10801841-1	1841	sublemma	272	272
10801842-0	1842	head	272	272
10801842-1	1842	sublemma	272	272
10801842-2	1842	sublemma	272	272
10801843-0	1843	head	272	272
10801843-1	1843	sublemma	272	272
10801844-0	1844	head	272	272
10801844-1	1844	sublemma	272	272
10801845-0	1845	head	272	272
10801845-1	1845	sublemma	272	272
10801846-0	1846	head	272	272
10801846-1	1846	sublemma	272	272
10801847-0	1847	head	272	272
10801847-1	1847	sublemma	272	272
10801848-0	1848	head	272	272
10801848-1	1848	sublemma	272	272
10801849-0	1849	head	272	272
10801849-1	1849	sublemma	272	273
10801850-0	1850	head	273	273
10801850-1	1850	sublemma	273	273
10801851-0	1851	head	273	273
10801851-1	1851	sublemma	273	273
10801852-0	1852	head	273	273
10801852-1	1852	sublemma	273	273
10801853-0	1853	head	273	273
10801853-1	1853	sublemma	273	273
10801853-2	1853	sublemma	273	273
10801853-3	1853	sublemma	273	273
10801853-4	1853	sublemma	273	273
10801853-5	1853	sublemma	273	273
10801853-6	1853	sublemma	273	273
10801854-0	1854	head	273	273
10801854-1	1854	sublemma	273	273
10801854-2	1854	sublemma	273	273
10801855-0	1855	head	273	273
10801855-1	1855	sublemma	273	273
10801856-0	1856	head	273	273
10801856-1	1856	sublemma	273	273
10801856-2	1856	sublemma	273	273
10801857-0	1857	head	273	273
10801857-1	1857	sublemma	273	273
10801858-0	1858	head	274	274
10801858-1	1858	sublemma	274	274
10801858-2	1858	sublemma	274	274
10801858-3	1858	sublemma	274	274
10801859-0	1859	head	274	274
10801859-1	1859	sublemma	274	274
10801859-2	1859	sublemma	274	274
10801859-3	1859	sublemma	274	274
10801859-4	1859	sublemma	274	274
10801860-0	1860	head	274	274
10801860-1	1860	sublemma	274	274
10801861-0	1861	head	274	274
10801861-1	1861	sublemma	274	274
10801862-0	1862	head	274	274
10801862-1	1862	sublemma	274	274
10801863-0	1863	head	274	274
10801863-1	1863	sublemma	274	274
10801864-0	1864	head	274	274
10801864-1	1864	sublemma	274	274
10801864-2	1864	sublemma	274	274
10801864-3	1864	sublemma	274	274
10801864-4	1864	sublemma	274	275
10801864-5	1864	sublemma	275	275
10801864-6	1864	sublemma	275	275
10801864-7	1864	sublemma	275	275
10801864-8	1864	sublemma	275	275
10801865-0	1865	head	275	275
10801865-1	1865	sublemma	275	275
10801865-2	1865	sublemma	275	275
10801866-0	1866	head	275	275
10801866-1	1866	sublemma	275	275
10801866-2	1866	sublemma	275	275
10801866-3	1866	sublemma	275	275
10801866-4	1866	sublemma	275	275
10801866-5	1866	sublemma	275	275
10801866-6	1866	sublemma	275	275
10801867-0	1867	head	275	275
10801867-1	1867	sublemma	275	275
10801868-0	1868	head	275	275
10801868-1	1868	sublemma	275	275
10801869-0	1869	head	275	275
10801869-1	1869	sublemma	275	275
10801870-0	1870	head	275	275
10801870-1	1870	sublemma	275	275
10801871-0	1871	head	275	275
10801871-1	1871	sublemma	275	276
10801872-0	1872	head	276	276
10801872-1	1872	sublemma	276	276
10801873-0	1873	head	276	276
10801873-1	1873	sublemma	276	276
10801874-0	1874	head	276	276
10801874-1	1874	sublemma	276	276
10801874-2	1874	sublemma	276	276
10801874-3	1874	sublemma	276	276
10801875-0	1875	head	276	276
10801875-1	1875	sublemma	276	276
10801875-2	1875	sublemma	276	276
10801875-3	1875	sublemma	276	276
10801875-4	1875	sublemma	276	276
10801875-5	1875	sublemma	276	276
10801876-0	1876	head	276	276
10801876-1	1876	sublemma	276	276
10801876-2	1876	sublemma	276	276
10801876-3	1876	sublemma	276	276
10801876-4	1876	sublemma	276	276
10801876-5	1876	sublemma	276	276
10801876-6	1876	sublemma	276	277
10801876-7	1876	sublemma	277	277
10801876-8	1876	sublemma	277	277
10801876-9	1876	sublemma	277	277
10801876-10	1876	sublemma	277	277
10801876-11	1876	sublemma	277	277
10801876-12	1876	sublemma	277	277
10801876-13	1876	sublemma	277	277
10801877-0	1877	head	277	277
10801877-1	1877	sublemma	277	277
10801878-0	1878	head	277	277
10801878-1	1878	sublemma	277	277
10801878-2	1878	sublemma	277	277
10801878-3	1878	sublemma	277	277
10801878-4	1878	sublemma	277	277
10801878-5	1878	sublemma	277	278
10801878-6	1878	sublemma	278	278
10801878-7	1878	sublemma	278	278
10801878-8	1878	sublemma	278	278
10801878-9	1878	sublemma	278	278
10801879-0	1879	head	278	278
10801879-1	1879	sublemma	278	278
10801880-0	1880	head	278	278
10801880-1	1880	sublemma	278	278
10801881-0	1881	head	278	278
10801881-1	1881	sublemma	278	278
10801882-0	1882	head	278	278
10801882-1	1882	sublemma	278	278
10801882-2	1882	sublemma	278	278
10801883-0	1883	head	278	278
10801883-1	1883	sublemma	278	278
10801884-0	1884	head	278	278
10801884-1	1884	sublemma	278	279
10801884-2	1884	sublemma	279	279
10801884-3	1884	sublemma	279	279
10801884-4	1884	sublemma	279	279
10801884-5	1884	sublemma	279	279
10801884-6	1884	sublemma	279	279
10801885-0	1885	head	279	279
10801885-1	1885	sublemma	279	279
10801886-0	1886	head	279	279
10801886-1	1886	sublemma	279	279
10801887-0	1887	head	279	279
10801887-1	1887	sublemma	279	279
10801887-2	1887	sublemma	279	279
10801888-0	1888	head	279	279
10801888-1	1888	sublemma	279	279
10801889-0	1889	head	279	279
10801889-1	1889	sublemma	279	279
10801890-0	1890	head	279	279
10801890-1	1890	sublemma	279	279
10801891-0	1891	head	280	280
10801891-1	1891	sublemma	280	280
10801891-2	1891	sublemma	280	280
10801891-3	1891	sublemma	280	280
10801891-4	1891	sublemma	280	280
10801892-0	1892	head	280	280
10801892-1	1892	sublemma	280	280
10801892-2	1892	sublemma	280	280
10801893-0	1893	head	280	280
10801893-1	1893	sublemma	280	280
10801894-0	1894	head	280	280
10801894-1	1894	sublemma	280	280
10801895-0	1895	head	280	280
10801895-1	1895	sublemma	280	280
10801896-0	1896	head	280	280
10801896-1	1896	sublemma	280	280
10801896-2	1896	sublemma	280	280
10801896-3	1896	sublemma	280	280
10801897-0	1897	head	280	280
10801897-1	1897	sublemma	280	280
10801897-2	1897	sublemma	280	280
10801897-3	1897	sublemma	281	281
10801897-4	1897	sublemma	281	281
10801897-5	1897	sublemma	281	281
10801897-6	1897	sublemma	281	281
10801897-7	1897	sublemma	281	281
10801897-8	1897	sublemma	281	281
10801897-9	1897	sublemma	281	281
10801897-10	1897	sublemma	281	281
10801897-11	1897	sublemma	281	281
10801898-0	1898	head	281	281
10801898-1	1898	sublemma	281	281
10801899-0	1899	head	281	281
10801899-1	1899	sublemma	281	281
10801900-0	1900	head	281	281
10801900-1	1900	sublemma	281	281
10801901-0	1901	head	281	281
10801901-1	1901	sublemma	281	281
10801902-0	1902	head	281	281
10801902-1	1902	sublemma	281	281
10801903-0	1903	head	281	281
10801903-1	1903	sublemma	281	281
10801904-0	1904	head	281	281
10801904-1	1904	sublemma	281	282
10801904-2	1904	sublemma	282	282
10801905-0	1905	head	282	282
10801905-1	1905	sublemma	282	282
10801905-2	1905	sublemma	282	282
10801905-3	1905	sublemma	282	282
10801905-4	1905	sublemma	282	282
10801905-5	1905	sublemma	282	282
10801905-6	1905	sublemma	282	282
10801905-7	1905	sublemma	282	282
10801905-8	1905	sublemma	282	282
10801905-9	1905	sublemma	282	282
10801905-10	1905	sublemma	282	282
10801905-11	1905	sublemma	282	282
10801905-12	1905	sublemma	282	282
10801905-13	1905	sublemma	282	282
10801905-14	1905	sublemma	282	282
10801905-15	1905	sublemma	282	282
10801906-0	1906	head	282	282
10801906-1	1906	sublemma	282	282
10801907-0	1907	head	282	282
10801907-1	1907	sublemma	282	282
10801908-0	1908	head	282	282
10801908-1	1908	sublemma	282	282
10801909-0	1909	head	282	282
10801909-1	1909	sublemma	282	283
10801909-2	1909	sublemma	283	283
10801909-3	1909	sublemma	283	283
10801909-4	1909	sublemma	283	283
10801909-5	1909	sublemma	283	283
10801910-0	1910	head	283	283
10801910-1	1910	sublemma	283	283
10801910-2	1910	sublemma	283	283
10801910-3	1910	sublemma	283	283
10801910-4	1910	sublemma	283	283
10801910-5	1910	sublemma	283	283
10801911-0	1911	head	283	283
10801911-1	1911	sublemma	283	283
10801912-0	1912	head	283	283
10801912-1	1912	sublemma	283	283
10801912-2	1912	sublemma	283	283
10801913-0	1913	head	283	283
10801913-1	1913	sublemma	283	283
10801914-0	1914	head	283	283
10801914-1	1914	sublemma	283	283
10801914-2	1914	sublemma	283	283
10801914-3	1914	sublemma	283	284
10801915-0	1915	head	284	284
10801915-1	1915	sublemma	284	284
10801916-0	1916	head	284	284
10801916-1	1916	sublemma	284	284
10801917-0	1917	head	284	284
10801917-1	1917	sublemma	284	284
10801918-0	1918	head	284	284
10801918-1	1918	sublemma	284	284
10801919-0	1919	head	284	284
10801919-1	1919	sublemma	284	284
10801919-2	1919	sublemma	284	284
10801920-0	1920	head	284	284
10801920-1	1920	sublemma	284	284
10801920-2	1920	sublemma	284	284
10801920-3	1920	sublemma	284	284
10801921-0	1921	head	284	284
10801921-1	1921	sublemma	284	284
10801921-2	1921	sublemma	284	284
10801921-3	1921	sublemma	284	284
10801922-0	1922	head	284	284
10801922-1	1922	sublemma	284	284
10801922-2	1922	sublemma	284	284
10801923-0	1923	head	284	284
10801923-1	1923	sublemma	284	284
10801924-0	1924	head	284	284
10801924-1	1924	sublemma	284	284
10801924-2	1924	sublemma	284	284
10801924-3	1924	sublemma	284	284
10801924-4	1924	sublemma	285	285
10801924-5	1924	sublemma	285	285
10801925-0	1925	head	285	285
10801925-1	1925	sublemma	285	285
10801926-0	1926	head	285	285
10801926-1	1926	sublemma	285	285
10801926-2	1926	sublemma	285	285
10801926-3	1926	sublemma	285	285
10801926-4	1926	sublemma	285	285
10801926-5	1926	sublemma	285	285
10801926-6	1926	sublemma	285	285
10801926-7	1926	sublemma	285	285
10801927-0	1927	head	285	285
10801927-1	1927	sublemma	285	285
10801928-0	1928	head	285	285
10801928-1	1928	sublemma	285	285
10801929-0	1929	head	285	285
10801929-1	1929	sublemma	285	285
10801930-0	1930	head	286	286
10801930-1	1930	sublemma	286	286
10801930-2	1930	sublemma	286	286
10801931-0	1931	head	286	286
10801931-1	1931	sublemma	286	286
10801932-0	1932	head	286	286
10801932-1	1932	sublemma	286	286
10801933-0	1933	head	286	286
10801933-1	1933	sublemma	286	286
10801934-0	1934	head	286	286
10801934-1	1934	sublemma	286	286
10801935-0	1935	head	286	286
10801935-1	1935	sublemma	286	286
10801936-0	1936	head	286	286
10801936-1	1936	sublemma	286	286
10801937-0	1937	head	286	286
10801937-1	1937	sublemma	286	286
10801937-2	1937	sublemma	286	286
10801937-3	1937	sublemma	286	286
10801937-4	1937	sublemma	286	286
10801938-0	1938	head	286	286
10801938-1	1938	sublemma	286	286
10801938-2	1938	sublemma	286	287
10801939-0	1939	head	287	287
10801939-1	1939	sublemma	287	287
10801940-0	1940	head	287	287
10801940-1	1940	sublemma	287	287
10801940-2	1940	sublemma	287	287
10801941-0	1941	head	287	287
10801941-1	1941	sublemma	287	287
10801942-0	1942	head	287	287
10801942-1	1942	sublemma	287	287
10801942-2	1942	sublemma	287	287
10801942-3	1942	sublemma	287	287
10801942-4	1942	sublemma	287	288
10801942-5	1942	sublemma	288	288
10801942-6	1942	sublemma	288	288
10801942-7	1942	sublemma	288	288
10801942-8	1942	sublemma	288	288
10801942-9	1942	sublemma	288	288
10801943-0	1943	head	288	288
10801943-1	1943	sublemma	288	288
10801944-0	1944	head	288	288
10801944-1	1944	sublemma	288	288
10801944-2	1944	sublemma	288	288
10801945-0	1945	head	288	288
10801945-1	1945	sublemma	288	288
10801945-2	1945	sublemma	288	288
10801946-0	1946	head	288	288
10801946-1	1946	sublemma	288	288
10801947-0	1947	head	288	288
10801947-1	1947	sublemma	288	288
10801947-2	1947	sublemma	288	288
10801948-0	1948	head	288	288
10801948-1	1948	sublemma	288	288
10801948-2	1948	sublemma	288	288
10801949-0	1949	head	288	288
10801949-1	1949	sublemma	288	288
10801950-0	1950	head	288	288
10801950-1	1950	sublemma	288	288
10801951-0	1951	head	288	289
10801951-1	1951	sublemma	289	289
10801952-0	1952	head	289	289
10801952-1	1952	sublemma	289	289
10801952-2	1952	sublemma	289	289
10801953-0	1953	head	289	289
10801953-1	1953	sublemma	289	289
10801953-2	1953	sublemma	289	289
10801954-0	1954	head	289	289
10801954-1	1954	sublemma	289	289
10801954-2	1954	sublemma	289	289
10801954-3	1954	sublemma	289	289
10801955-0	1955	head	289	289
10801955-1	1955	sublemma	289	289
10801955-2	1955	sublemma	289	289
10801956-0	1956	head	289	289
10801956-1	1956	sublemma	289	289
10801957-0	1957	head	289	289
10801957-1	1957	sublemma	289	289
10801958-0	1958	head	289	289
10801958-1	1958	sublemma	289	289
10801958-2	1958	sublemma	289	289
10801959-0	1959	head	289	289
10801959-1	1959	sublemma	289	289
10801960-0	1960	head	289	289
10801960-1	1960	sublemma	289	289
10801961-0	1961	head	289	289
10801961-1	1961	sublemma	289	290
10801962-0	1962	head	290	290
10801962-1	1962	sublemma	290	290
10801963-0	1963	head	290	290
10801963-1	1963	sublemma	290	290
10801964-0	1964	head	290	290
10801964-1	1964	sublemma	290	290
10801965-0	1965	head	290	290
10801965-1	1965	sublemma	290	290
10801965-2	1965	sublemma	290	290
10801966-0	1966	head	290	290
10801966-1	1966	sublemma	290	290
10801966-2	1966	sublemma	290	290
10801966-3	1966	sublemma	290	290
10801966-4	1966	sublemma	290	290
10801966-5	1966	sublemma	290	290
10801966-6	1966	sublemma	290	290
10801966-7	1966	sublemma	291	291
10801966-8	1966	sublemma	291	291
10801966-9	1966	sublemma	291	291
10801966-10	1966	sublemma	291	291
10801966-11	1966	sublemma	291	291
10801967-0	1967	head	291	291
10801967-1	1967	sublemma	291	291
10801968-0	1968	head	291	291
10801968-1	1968	sublemma	291	291
10801969-0	1969	head	291	291
10801969-1	1969	sublemma	291	291
10801970-0	1970	head	291	291
10801970-1	1970	sublemma	291	291
10801971-0	1971	head	291	291
10801971-1	1971	sublemma	291	291
10801972-0	1972	head	291	291
10801972-1	1972	sublemma	291	291
10801972-2	1972	sublemma	291	291
10801972-3	1972	sublemma	291	291
10801972-4	1972	sublemma	291	291
10801973-0	1973	head	291	291
10801973-1	1973	sublemma	291	291
10801974-0	1974	head	291	291
10801974-1	1974	sublemma	291	292
10801975-0	1975	head	292	292
10801975-1	1975	sublemma	292	292
10801976-0	1976	head	292	292
10801976-1	1976	sublemma	292	292
10801976-2	1976	sublemma	292	292
10801976-3	1976	sublemma	292	292
10801977-0	1977	head	292	292
10801977-1	1977	sublemma	292	292
10801978-0	1978	head	292	292
