sub_id	entry	kind	page_start	page_end
10800001-0	1	head	1	1
10800001-1	1	sublemma	1	1
10800002-0	2	head	1	1
10800002-1	2	sublemma	1	1
10800003-0	3	head	1	1
10800003-1	3	sublemma	1	1
10800004-0	4	head	1	1
10800004-1	4	sublemma	1	1
10800004-2	4	sublemma	1	1
10800005-0	5	head	1	1
10800005-1	5	sublemma	1	1
10800006-0	6	head	1	1
10800006-1	6	sublemma	1	1
10800007-0	7	head	1	1
10800007-1	7	sublemma	1	1
10800008-0	8	head	1	1
10800008-1	8	sublemma	1	1
10800009-0	9	head	1	1
10800009-1	9	sublemma	1	1
10800010-0	10	head	1	1
10800010-1	10	sublemma	1	1
10800011-0	11	head	1	1
10800011-1	11	sublemma	1	1
10800011-2	11	sublemma	1	1
10800012-0	12	head	1	1
10800012-1	12	sublemma	1	1
10800013-0	13	head	2	2
10800013-1	13	sublemma	2	2
10800014-0	14	head	2	2
10800014-1	14	sublemma	2	2
10800015-0	15	head	2	2
10800015-1	15	sublemma	2	2
10800016-0	16	head	2	2
10800016-1	16	sublemma	2	2
10800017-0	17	head	2	2
10800017-1	17	sublemma	2	2
10800017-2	17	sublemma	2	2
10800018-0	18	head	2	2
10800018-1	18	sublemma	2	2
10800019-0	19	head	2	2
10800019-1	19	sublemma	2	2
10800020-0	20	head	2	2
10800020-1	20	sublemma	2	2
10800020-2	20	sublemma	2	2
10800021-0	21	head	2	2
10800021-1	21	sublemma	2	2
10800022-0	22	head	2	2
10800022-1	22	sublemma	2	2
10800022-2	22	sublemma	2	2
10800022-3	22	sublemma	2	2
10800023-0	23	head	2	2
10800023-1	23	sublemma	2	2
10800024-0	24	head	2	2
10800024-1	24	sublemma	2	2
10800024-2	24	sublemma	2	3
10800024-3	24	sublemma	3	3
10800024-4	24	sublemma	3	3
10800025-0	25	head	3	3
10800025-1	25	sublemma	3	3
10800026-0	26	head	3	3
10800026-1	26	sublemma	3	3
10800027-0	27	head	3	3
10800027-1	27	sublemma	3	3
10800028-0	28	head	3	3
10800028-1	28	sublemma	3	3
10800029-0	29	head	3	3
10800029-1	29	sublemma	3	3
10800030-0	30	head	3	3
10800030-1	30	sublemma	3	3
10800031-0	31	head	3	3
10800031-1	31	sublemma	3	3
10800032-0	32	head	3	3
10800032-1	32	sublemma	3	3
10800033-0	33	head	3	3
10800033-1	33	sublemma	3	3
10800034-0	34	head	3	3
10800034-1	34	sublemma	3	3
10800034-2	34	sublemma	3	3
10800035-0	35	head	3	3
10800035-1	35	sublemma	3	3
10800036-0	36	head	3	3
10800036-1	36	sublemma	3	3
10800036-2	36	sublemma	3	3
10800036-3	36	sublemma	3	3
10800037-0	37	head	4	4
10800037-1	37	sublemma	4	4
10800038-0	38	head	4	4
10800038-1	38	sublemma	4	4
10800039-0	39	head	4	4
10800039-1	39	sublemma	4	4
10800039-2	39	sublemma	4	4
10800039-3	39	sublemma	4	4
10800040-0	40	head	4	4
10800040-1	40	sublemma	4	4
10800040-2	40	sublemma	4	4
10800040-3	40	sublemma	4	4
10800040-4	40	sublemma	4	4
10800040-5	40	sublemma	4	4
10800040-6	40	sublemma	4	4
10800040-7	40	sublemma	4	4
10800040-8	40	sublemma	4	4
10800040-9	40	sublemma	4	4
10800040-10	40	sublemma	4	4
10800040-11	40	sublemma	4	4
10800040-12	40	sublemma	4	4
10800041-0	41	head	4	4
10800041-1	41	sublemma	4	4
10800042-0	42	head	4	4
10800042-1	42	sublemma	4	4
10800042-2	42	sublemma	4	4
10800042-3	42	sublemma	4	5
10800042-4	42	sublemma	5	5
10800042-5	42	sublemma	5	5
10800043-0	43	head	5	5
10800043-1	43	sublemma	5	5
10800044-0	44	head	5	5
10800044-1	44	sublemma	5	5
10800044-2	44	sublemma	5	5
10800045-0	45	head	5	5
10800045-1	45	sublemma	5	5
10800046-0	46	head	5	5
10800046-1	46	sublemma	5	5
10800047-0	47	head	5	5
10800047-1	47	sublemma	5	5
10800048-0	48	head	5	5
10800048-1	48	sublemma	5	5
10800048-2	48	sublemma	5	5
10800048-3	48	sublemma	5	5
10800049-0	49	head	5	5
10800049-1	49	sublemma	5	5
10800050-0	50	head	5	5
10800050-1	50	sublemma	5	5
10800051-0	51	head	5	5
10800051-1	51	sublemma	5	5
10800052-0	52	head	5	5
10800052-1	52	sublemma	5	5
10800052-2	52	sublemma	5	5
10800052-3	52	sublemma	5	5
10800052-4	52	sublemma	5	5
10800052-5	52	sublemma	5	5
10800052-6	52	sublemma	5	5
10800052-7	52	sublemma	5	5
10800052-8	52	sublemma	5	5
10800052-9	52	sublemma	6	6
10800052-10	52	sublemma	6	6
10800052-11	52	sublemma	6	6
10800052-12	52	sublemma	6	6
10800052-13	52	sublemma	6	6
10800052-14	52	sublemma	6	6
10800052-15	52	sublemma	6	6
10800052-16	52	sublemma	6	6
10800052-17	52	sublemma	6	6
10800052-18	52	sublemma	6	6
10800052-19	52	sublemma	6	6
10800052-20	52	sublemma	6	6
10800052-21	52	sublemma	6	6
10800052-22	52	sublemma	6	6
10800052-23	52	sublemma	6	6
10800052-24	52	sublemma	6	6
10800052-25	52	sublemma	6	6
10800052-26	52	sublemma	6	6
10800052-27	52	sublemma	6	6
10800052-28	52	sublemma	6	6
10800053-0	53	head	6	6
10800053-1	53	sublemma	6	6
10800053-2	53	sublemma	6	6
10800053-3	53	sublemma	6	7
10800054-0	54	head	7	7
10800054-1	54	sublemma	7	7
10800055-0	55	head	7	7
10800055-1	55	sublemma	7	7
10800055-2	55	sublemma	7	7
10800056-0	56	head	7	7
10800056-1	56	sublemma	7	7
10800057-0	57	head	7	7
10800057-1	57	sublemma	7	7
10800058-0	58	head	7	7
10800058-1	58	sublemma	7	7
10800059-0	59	head	7	7
10800059-1	59	sublemma	7	7
10800060-0	60	head	7	7
10800060-1	60	sublemma	7	7
10800061-0	61	head	7	7
10800061-1	61	sublemma	7	7
10800062-0	62	head	7	7
10800062-1	62	sublemma	7	7
10800063-0	63	head	7	7
10800063-1	63	sublemma	7	7
10800064-0	64	head	7	7
10800064-1	64	sublemma	7	8
10800064-2	64	sublemma	8	8
10800064-3	64	sublemma	8	8
10800064-4	64	sublemma	8	8
10800064-5	64	sublemma	8	8
10800064-6	64	sublemma	8	8
10800065-0	65	head	8	8
10800065-1	65	sublemma	8	8
10800066-0	66	head	8	8
10800066-1	66	sublemma	8	8
10800066-2	66	sublemma	8	8
10800067-0	67	head	8	8
10800067-1	67	sublemma	8	8
10800068-0	68	head	8	8
10800068-1	68	sublemma	8	8
10800068-2	68	sublemma	8	8
10800068-3	68	sublemma	8	8
10800068-4	68	sublemma	8	8
10800068-5	68	sublemma	8	8
10800069-0	69	head	8	8
10800069-1	69	sublemma	8	9
10800070-0	70	head	9	9
10800070-1	70	sublemma	9	9
10800070-2	70	sublemma	9	9
10800070-3	70	sublemma	9	9
10800070-4	70	sublemma	9	9
10800070-5	70	sublemma	9	9
10800070-6	70	sublemma	9	9
10800070-7	70	sublemma	9	9
10800070-8	70	sublemma	9	9
10800070-9	70	sublemma	9	9
10800070-10	70	sublemma	9	9
10800070-11	70	sublemma	9	9
10800071-0	71	head	9	9
10800071-1	71	sublemma	9	9
10800071-2	71	sublemma	9	9
10800071-3	71	sublemma	9	9
10800072-0	72	head	9	9
10800072-1	72	sublemma	9	9
10800072-2	72	sublemma	9	9
10800072-3	72	sublemma	9	9
10800073-0	73	head	9	9
10800073-1	73	sublemma	9	9
10800074-0	74	head	9	9
10800074-1	74	sublemma	9	9
10800074-2	74	sublemma	9	9
10800074-3	74	sublemma	9	9
10800075-0	75	head	9	9
10800075-1	75	sublemma	9	9
10800076-0	76	head	9	9
10800076-1	76	sublemma	9	9
10800076-2	76	sublemma	9	9
10800076-3	76	sublemma	9	9
10800076-4	76	sublemma	10	10
10800076-5	76	sublemma	10	10
10800076-6	76	sublemma	10	10
10800076-7	76	sublemma	10	10
10800076-8	76	sublemma	10	10
10800076-9	76	sublemma	10	10
10800076-10	76	sublemma	10	10
10800076-11	76	sublemma	10	10
10800076-12	76	sublemma	10	10
10800076-13	76	sublemma	10	10
10800076-14	76	sublemma	10	10
10800076-15	76	sublemma	10	10
10800076-16	76	sublemma	10	10
10800076-17	76	sublemma	10	10
10800076-18	76	sublemma	10	10
10800076-19	76	sublemma	10	10
10800076-20	76	sublemma	10	10
10800076-21	76	sublemma	10	10
10800076-22	76	sublemma	10	10
10800076-23	76	sublemma	10	10
10800076-24	76	sublemma	10	11
10800076-25	76	sublemma	11	11
10800077-0	77	head	11	11
10800077-1	77	sublemma	11	11
10800078-0	78	head	11	11
10800078-1	78	sublemma	11	11
10800078-2	78	sublemma	11	11
10800079-0	79	head	11	11
10800079-1	79	sublemma	11	11
10800080-0	80	head	11	11
10800080-1	80	sublemma	11	11
10800080-2	80	sublemma	11	11
10800080-3	80	sublemma	11	11
10800080-4	80	sublemma	11	11
10800081-0	81	head	11	11
10800081-1	81	sublemma	11	11
10800081-2	81	sublemma	11	11
10800082-0	82	head	11	11
10800082-1	82	sublemma	11	11
10800082-2	82	sublemma	11	11
10800082-3	82	sublemma	11	11
10800082-4	82	sublemma	11	11
10800082-5	82	sublemma	11	11
10800082-6	82	sublemma	11	11
10800082-7	82	sublemma	11	11
10800082-8	82	sublemma	11	11
10800083-0	83	head	12	12
10800083-1	83	sublemma	12	12
10800084-0	84	head	12	12
10800084-1	84	sublemma	12	12
10800085-0	85	head	12	12
10800085-1	85	sublemma	12	12
10800085-2	85	sublemma	12	12
10800085-3	85	sublemma	12	12
10800085-4	85	sublemma	12	12
10800085-5	85	sublemma	12	12
10800086-0	86	head	12	12
10800086-1	86	sublemma	12	12
10800086-2	86	sublemma	12	12
10800086-3	86	sublemma	12	12
10800086-4	86	sublemma	12	12
10800086-5	86	sublemma	12	12
10800086-6	86	sublemma	12	12
10800086-7	86	sublemma	12	12
10800086-8	86	sublemma	12	12
10800086-9	86	sublemma	12	13
10800086-10	86	sublemma	13	13
10800086-11	86	sublemma	13	13
10800086-12	86	sublemma	13	13
10800086-13	86	sublemma	13	13
10800086-14	86	sublemma	13	13
10800086-15	86	sublemma	13	13
10800086-16	86	sublemma	13	13
10800087-0	87	head	13	13
10800087-1	87	sublemma	13	13
10800087-2	87	sublemma	13	13
10800088-0	88	head	13	13
10800088-1	88	sublemma	13	13
10800088-2	88	sublemma	14	14
10800088-3	88	sublemma	14	14
10800089-0	89	head	14	14
10800089-1	89	sublemma	14	14
10800089-2	89	sublemma	14	14
10800089-3	89	sublemma	14	14
10800090-0	90	head	14	14
10800090-1	90	sublemma	14	14
10800091-0	91	head	14	14
10800091-1	91	sublemma	14	14
10800091-2	91	sublemma	14	14
10800091-3	91	sublemma	14	14
10800091-4	91	sublemma	14	14
10800091-5	91	sublemma	14	14
10800091-6	91	sublemma	14	14
10800091-7	91	sublemma	14	14
10800092-0	92	head	14	14
10800092-1	92	sublemma	14	14
10800093-0	93	head	14	14
10800093-1	93	sublemma	14	14
10800094-0	94	head	14	14
10800094-1	94	sublemma	14	14
10800095-0	95	head	14	14
10800095-1	95	sublemma	14	14
10800096-0	96	head	14	14
10800096-1	96	sublemma	14	14
10800097-0	97	head	14	14
10800097-1	97	sublemma	14	14
10800098-0	98	head	14	15
10800098-1	98	sublemma	15	15
10800099-0	99	head	15	15
10800099-1	99	sublemma	15	15
10800099-2	99	sublemma	15	15
10800100-0	100	head	15	15
10800100-1	100	sublemma	15	15
10800101-0	101	head	15	15
10800101-1	101	sublemma	15	15
10800101-2	101	sublemma	15	15
10800101-3	101	sublemma	15	15
10800101-4	101	sublemma	15	15
10800101-5	101	sublemma	15	15
10800101-6	101	sublemma	15	15
10800101-7	101	sublemma	15	15
10800101-8	101	sublemma	15	15
10800101-9	101	sublemma	15	16
10800101-10	101	sublemma	16	16
10800101-11	101	sublemma	16	16
10800101-12	101	sublemma	16	16
10800101-13	101	sublemma	16	16
10800101-14	101	sublemma	16	16
10800101-15	101	sublemma	16	16
10800102-0	102	head	16	16
10800102-1	102	sublemma	16	16
10800103-0	103	head	16	16
10800103-1	103	sublemma	16	16
10800104-0	104	head	16	16
10800104-1	104	sublemma	16	16
10800104-2	104	sublemma	16	16
10800104-3	104	sublemma	16	16
10800104-4	104	sublemma	16	16
10800104-5	104	sublemma	16	16
10800104-6	104	sublemma	16	16
10800104-7	104	sublemma	16	16
10800104-8	104	sublemma	16	16
10800104-9	104	sublemma	16	16
10800104-10	104	sublemma	16	16
10800104-11	104	sublemma	16	17
10800104-12	104	sublemma	17	17
10800104-13	104	sublemma	17	17
10800104-14	104	sublemma	17	17
10800105-0	105	head	17	17
10800105-1	105	sublemma	17	17
10800106-0	106	head	17	17
10800106-1	106	sublemma	17	17
10800107-0	107	head	17	17
10800107-1	107	sublemma	17	17
10800107-2	107	sublemma	17	17
10800107-3	107	sublemma	17	17
10800108-0	108	head	17	17
10800108-1	108	sublemma	17	17
10800108-2	108	sublemma	17	17
10800108-3	108	sublemma	17	17
10800108-4	108	sublemma	17	17
10800108-5	108	sublemma	17	17
10800109-0	109	head	17	17
10800109-1	109	sublemma	17	17
10800109-2	109	sublemma	17	17
10800109-3	109	sublemma	17	17
10800110-0	110	head	17	17
10800110-1	110	sublemma	17	17
10800110-2	110	sublemma	17	17
10800111-0	111	head	18	18
10800111-1	111	sublemma	18	18
10800112-0	112	head	18	18
10800112-1	112	sublemma	18	18
10800112-2	112	sublemma	18	18
10800113-0	113	head	18	18
10800113-1	113	sublemma	18	18
10800113-2	113	sublemma	18	18
10800113-3	113	sublemma	18	18
10800113-4	113	sublemma	18	18
10800113-5	113	sublemma	18	18
10800113-6	113	sublemma	18	18
10800113-7	113	sublemma	18	18
10800113-8	113	sublemma	18	18
10800114-0	114	head	18	18
10800114-1	114	sublemma	18	18
10800115-0	115	head	18	18
10800115-1	115	sublemma	18	18
10800116-0	116	head	18	18
10800116-1	116	sublemma	18	18
10800117-0	117	head	18	18
10800117-1	117	sublemma	18	18
10800118-0	118	head	18	18
10800118-1	118	sublemma	18	18
10800119-0	119	head	18	18
10800119-1	119	sublemma	18	18
10800119-2	119	sublemma	19	19
10800119-3	119	sublemma	19	19
10800119-4	119	sublemma	19	19
10800119-5	119	sublemma	19	19
10800119-6	119	sublemma	19	19
10800119-7	119	sublemma	19	19
10800119-8	119	sublemma	19	19
10800119-9	119	sublemma	19	19
10800120-0	120	head	19	19
10800120-1	120	sublemma	19	19
10800120-2	120	sublemma	19	19
10800120-3	120	sublemma	19	19
10800120-4	120	sublemma	19	19
10800120-5	120	sublemma	19	19
10800121-0	121	head	19	19
10800121-1	121	sublemma	20	20
10800121-2	121	sublemma	20	20
10800121-3	121	sublemma	20	20
10800121-4	121	sublemma	20	20
10800121-5	121	sublemma	20	20
10800121-6	121	sublemma	20	20
10800121-7	121	sublemma	20	20
10800121-8	121	sublemma	20	21
10800122-0	122	head	21	21
10800122-1	122	sublemma	21	21
10800123-0	123	head	21	21
10800123-1	123	sublemma	21	21
10800123-2	123	sublemma	21	21
10800123-3	123	sublemma	21	21
10800123-4	123	sublemma	21	21
10800123-5	123	sublemma	21	21
10800124-0	124	head	21	21
10800124-1	124	sublemma	21	21
10800124-2	124	sublemma	21	21
10800124-3	124	sublemma	21	21
10800124-4	124	sublemma	21	21
10800124-5	124	sublemma	21	21
10800125-0	125	head	21	21
10800125-1	125	sublemma	21	21
10800126-0	126	head	21	21
10800126-1	126	sublemma	21	21
10800127-0	127	head	21	22
10800127-1	127	sublemma	22	22
10800127-2	127	sublemma	22	22
10800127-3	127	sublemma	22	22
10800128-0	128	head	22	22
10800128-1	128	sublemma	22	22
10800128-2	128	sublemma	22	22
10800128-3	128	sublemma	22	22
10800129-0	129	head	22	22
10800129-1	129	sublemma	22	22
10800130-0	130	head	22	22
10800130-1	130	sublemma	22	22
10800131-0	131	head	22	22
10800131-1	131	sublemma	22	22
10800132-0	132	head	22	22
10800132-1	132	sublemma	22	22
10800132-2	132	sublemma	22	22
10800133-0	133	head	22	22
10800133-1	133	sublemma	22	22
10800134-0	134	head	22	22
10800134-1	134	sublemma	22	22
10800134-2	134	sublemma	22	22
10800134-3	134	sublemma	22	22
10800134-4	134	sublemma	22	22
10800134-5	134	sublemma	22	22
10800134-6	134	sublemma	22	22
10800134-7	134	sublemma	22	23
10800135-0	135	head	23	23
10800135-1	135	sublemma	23	23
10800136-0	136	head	23	23
10800136-1	136	sublemma	23	23
10800136-2	136	sublemma	23	23
10800137-0	137	head	23	23
10800137-1	137	sublemma	23	23
10800138-0	138	head	23	23
10800138-1	138	sublemma	23	23
10800139-0	139	head	23	23
10800139-1	139	sublemma	23	23
10800139-2	139	sublemma	23	23
10800140-0	140	head	23	23
10800140-1	140	sublemma	23	23
10800140-2	140	sublemma	23	23
10800141-0	141	head	23	23
10800141-1	141	sublemma	23	23
10800141-2	141	sublemma	23	24
10800142-0	142	head	24	24
10800142-1	142	sublemma	24	24
10800142-2	142	sublemma	24	24
10800143-0	143	head	24	24
10800143-1	143	sublemma	24	24
10800144-0	144	head	24	24
10800144-1	144	sublemma	24	24
10800145-0	145	head	24	24
10800145-1	145	sublemma	24	24
10800145-2	145	sublemma	24	24
10800145-3	145	sublemma	24	24
10800145-4	145	sublemma	24	24
10800145-5	145	sublemma	24	24
10800145-6	145	sublemma	24	24
10800145-7	145	sublemma	24	24
10800146-0	146	head	24	24
10800146-1	146	sublemma	24	24
10800147-0	147	head	24	24
10800147-1	147	sublemma	24	24
10800147-2	147	sublemma	24	24
10800148-0	148	head	24	24
10800148-1	148	sublemma	24	24
10800149-0	149	head	24	24
10800149-1	149	sublemma	24	24
10800150-0	150	head	24	24
10800150-1	150	sublemma	25	25
10800150-2	150	sublemma	25	25
10800150-3	150	sublemma	25	25
10800150-4	150	sublemma	25	25
10800151-0	151	head	25	25
10800151-1	151	sublemma	25	25
10800152-0	152	head	25	25
10800152-1	152	sublemma	25	25
10800153-0	153	head	25	25
10800153-1	153	sublemma	25	25
10800153-2	153	sublemma	25	25
10800153-3	153	sublemma	25	25
10800153-4	153	sublemma	25	25
10800153-5	153	sublemma	25	25
10800153-6	153	sublemma	25	26
10800153-7	153	sublemma	26	26
10800153-8	153	sublemma	26	26
10800153-9	153	sublemma	26	26
10800153-10	153	sublemma	26	26
10800153-11	153	sublemma	26	26
10800154-0	154	head	26	26
10800154-1	154	sublemma	26	26
10800155-0	155	head	26	26
10800155-1	155	sublemma	26	26
10800156-0	156	head	26	26
10800156-1	156	sublemma	26	26
10800156-2	156	sublemma	26	26
10800156-3	156	sublemma	26	26
10800157-0	157	head	26	26
10800157-1	157	sublemma	26	26
10800157-2	157	sublemma	26	26
10800158-0	158	head	26	26
10800158-1	158	sublemma	26	26
10800159-0	159	head	27	27
10800159-1	159	sublemma	27	27
10800159-2	159	sublemma	27	27
10800160-0	160	head	27	27
10800160-1	160	sublemma	27	27
10800161-0	161	head	27	27
10800161-1	161	sublemma	27	27
10800162-0	162	head	27	27
10800162-1	162	sublemma	27	27
10800163-0	163	head	27	27
10800163-1	163	sublemma	27	27
10800163-2	163	sublemma	27	27
10800164-0	164	head	27	27
10800164-1	164	sublemma	27	27
10800164-2	164	sublemma	27	27
10800165-0	165	head	27	27
10800165-1	165	sublemma	27	27
10800165-2	165	sublemma	27	27
10800165-3	165	sublemma	27	27
10800165-4	165	sublemma	27	28
10800165-5	165	sublemma	28	28
10800165-6	165	sublemma	28	28
10800166-0	166	head	28	28
10800166-1	166	sublemma	28	28
10800166-2	166	sublemma	28	28
10800167-0	167	head	28	28
10800167-1	167	sublemma	28	28
10800168-0	168	head	28	28
10800168-1	168	sublemma	28	28
10800168-2	168	sublemma	28	28
10800168-3	168	sublemma	28	28
10800168-4	168	sublemma	28	28
10800168-5	168	sublemma	28	28
10800168-6	168	sublemma	28	28
10800168-7	168	sublemma	28	28
10800168-8	168	sublemma	28	28
10800168-9	168	sublemma	28	28
10800168-10	168	sublemma	28	28
10800168-11	168	sublemma	28	28
10800168-12	168	sublemma	28	28
10800168-13	168	sublemma	28	28
10800168-14	168	sublemma	28	28
10800168-15	168	sublemma	28	28
10800168-16	168	sublemma	28	28
10800168-17	168	sublemma	28	28
10800168-18	168	sublemma	29	29
10800168-19	168	sublemma	29	29
10800168-20	168	sublemma	29	29
10800168-21	168	sublemma	29	29
10800169-0	169	head	29	29
10800169-1	169	sublemma	29	29
10800169-2	169	sublemma	29	29
10800169-3	169	sublemma	29	29
10800169-4	169	sublemma	29	29
10800169-5	169	sublemma	29	29
10800169-6	169	sublemma	29	29
10800169-7	169	sublemma	29	29
10800170-0	170	head	29	29
10800170-1	170	sublemma	29	29
10800170-2	170	sublemma	29	29
10800171-0	171	head	29	29
10800171-1	171	sublemma	29	29
10800172-0	172	head	29	29
10800172-1	172	sublemma	29	29
10800173-0	173	head	29	29
10800173-1	173	sublemma	29	29
10800173-2	173	sublemma	29	29
10800173-3	173	sublemma	29	29
10800173-4	173	sublemma	30	30
10800173-5	173	sublemma	30	30
10800173-6	173	sublemma	30	30
10800173-7	173	sublemma	30	30
10800173-8	173	sublemma	30	30
10800173-9	173	sublemma	30	30
10800174-0	174	head	30	30
10800174-1	174	sublemma	30	30
10800174-2	174	sublemma	30	30
10800174-3	174	sublemma	30	30
10800174-4	174	sublemma	30	30
10800174-5	174	sublemma	30	30
10800174-6	174	sublemma	30	30
10800174-7	174	sublemma	30	30
10800175-0	175	head	30	30
10800175-1	175	sublemma	30	30
10800176-0	176	head	30	30
10800176-1	176	sublemma	30	30
10800177-0	177	head	30	30
10800177-1	177	sublemma	30	30
10800177-2	177	sublemma	30	30
10800177-3	177	sublemma	30	31
10800177-4	177	sublemma	31	31
10800178-0	178	head	31	31
10800178-1	178	sublemma	31	31
10800179-0	179	head	31	31
10800179-1	179	sublemma	31	31
10800180-0	180	head	31	31
10800180-1	180	sublemma	31	31
10800181-0	181	head	31	31
10800181-1	181	sublemma	31	31
10800182-0	182	head	31	31
10800182-1	182	sublemma	31	31
10800182-2	182	sublemma	31	31
10800183-0	183	head	31	31
10800183-1	183	sublemma	31	31
10800184-0	184	head	31	31
10800184-1	184	sublemma	31	31
10800185-0	185	head	31	31
10800185-1	185	sublemma	31	31
10800186-0	186	head	31	31
10800186-1	186	sublemma	31	31
10800186-2	186	sublemma	31	31
10800186-3	186	sublemma	31	31
10800186-4	186	sublemma	31	31
10800186-5	186	sublemma	31	31
10800186-6	186	sublemma	31	31
10800186-7	186	sublemma	31	31
10800187-0	187	head	32	32
10800187-1	187	sublemma	32	32
10800187-2	187	sublemma	32	32
10800187-3	187	sublemma	32	32
10800188-0	188	head	32	32
10800188-1	188	sublemma	32	32
10800189-0	189	head	32	32
10800189-1	189	sublemma	32	32
10800189-2	189	sublemma	32	32
10800189-3	189	sublemma	32	32
10800189-4	189	sublemma	32	32
10800189-5	189	sublemma	32	32
10800189-6	189	sublemma	32	32
10800189-7	189	sublemma	32	32
10800190-0	190	head	32	32
10800190-1	190	sublemma	32	32
10800191-0	191	head	32	32
10800191-1	191	sublemma	32	32
10800192-0	192	head	32	32
10800192-1	192	sublemma	32	32
10800193-0	193	head	32	32
10800193-1	193	sublemma	32	32
10800193-2	193	sublemma	32	32
10800193-3	193	sublemma	32	32
10800193-4	193	sublemma	32	32
10800194-0	194	head	32	32
10800194-1	194	sublemma	32	32
10800195-0	195	head	32	32
10800195-1	195	sublemma	32	33
10800195-2	195	sublemma	33	33
10800195-3	195	sublemma	33	33
10800196-0	196	head	33	33
10800196-1	196	sublemma	33	33
10800197-0	197	head	33	33
10800197-1	197	sublemma	33	33
10800197-2	197	sublemma	33	33
10800198-0	198	head	33	33
10800198-1	198	sublemma	33	33
10800199-0	199	head	33	33
10800199-1	199	sublemma	33	33
10800200-0	200	head	33	33
10800200-1	200	sublemma	33	33
10800201-0	201	head	33	33
10800201-1	201	sublemma	33	33
10800202-0	202	head	33	33
10800202-1	202	sublemma	33	33
10800202-2	202	sublemma	33	33
10800202-3	202	sublemma	33	33
10800202-4	202	sublemma	33	33
10800202-5	202	sublemma	33	33
10800203-0	203	head	33	33
10800203-1	203	sublemma	34	34
10800204-0	204	head	34	34
10800204-1	204	sublemma	34	34
10800205-0	205	head	34	34
10800205-1	205	sublemma	34	34
10800206-0	206	head	34	34
10800206-1	206	sublemma	34	34
10800207-0	207	head	34	34
10800207-1	207	sublemma	34	34
10800208-0	208	head	34	34
10800208-1	208	sublemma	34	34
10800209-0	209	head	34	34
10800209-1	209	sublemma	34	34
10800210-0	210	head	34	34
10800210-1	210	sublemma	34	34
10800211-0	211	head	34	34
10800211-1	211	sublemma	34	34
10800212-0	212	head	34	34
10800212-1	212	sublemma	34	34
10800213-0	213	head	34	34
10800213-1	213	sublemma	34	34
10800213-2	213	sublemma	34	34
10800214-0	214	head	34	34
10800214-1	214	sublemma	34	34
10800215-0	215	head	34	34
10800215-1	215	sublemma	34	34
10800216-0	216	head	34	34
10800216-1	216	sublemma	34	34
10800217-0	217	head	34	34
10800217-1	217	sublemma	34	34
10800218-0	218	head	34	34
10800218-1	218	sublemma	34	34
10800219-0	219	head	34	34
10800219-1	219	sublemma	34	34
10800219-2	219	sublemma	34	34
10800220-0	220	head	34	34
10800220-1	220	sublemma	34	34
10800221-0	221	head	34	34
10800221-1	221	sublemma	34	34
10800222-0	222	head	34	34
10800222-1	222	sublemma	34	34
10800223-0	223	head	34	34
10800223-1	223	sublemma	34	34
10800224-0	224	head	34	34
10800224-1	224	sublemma	34	34
10800224-2	224	sublemma	34	34
10800225-0	225	head	34	34
10800225-1	225	sublemma	35	35
10800225-2	225	sublemma	35	35
10800225-3	225	sublemma	35	35
10800225-4	225	sublemma	35	35
10800225-5	225	sublemma	35	35
10800225-6	225	sublemma	35	35
10800226-0	226	head	35	35
10800226-1	226	sublemma	35	35
10800227-0	227	head	35	35
10800227-1	227	sublemma	35	35
10800227-2	227	sublemma	35	35
10800228-0	228	head	35	35
10800228-1	228	sublemma	35	35
10800229-0	229	head	35	35
10800229-1	229	sublemma	35	35
10800230-0	230	head	35	35
10800230-1	230	sublemma	35	35
10800231-0	231	head	35	35
10800231-1	231	sublemma	35	35
10800231-2	231	sublemma	35	35
10800231-3	231	sublemma	36	36
10800232-0	232	head	36	36
10800232-1	232	sublemma	36	36
10800233-0	233	head	36	36
10800233-1	233	sublemma	36	36
10800234-0	234	head	36	36
10800234-1	234	sublemma	36	36
10800235-0	235	head	36	36
10800235-1	235	sublemma	36	36
10800236-0	236	head	36	36
10800236-1	236	sublemma	36	36
10800237-0	237	head	36	36
10800237-1	237	sublemma	36	36
10800237-2	237	sublemma	36	36
10800237-3	237	sublemma	36	36
10800237-4	237	sublemma	36	36
10800237-5	237	sublemma	36	36
10800237-6	237	sublemma	36	36
10800237-7	237	sublemma	36	36
10800237-8	237	sublemma	36	36
10800238-0	238	head	36	36
10800238-1	238	sublemma	36	36
10800238-2	238	sublemma	36	37
10800239-0	239	head	37	37
10800239-1	239	sublemma	37	37
10800239-2	239	sublemma	37	37
10800239-3	239	sublemma	37	37
10800239-4	239	sublemma	37	37
10800239-5	239	sublemma	37	37
10800239-6	239	sublemma	37	37
10800239-7	239	sublemma	37	37
10800239-8	239	sublemma	37	37
10800239-9	239	sublemma	37	37
10800239-10	239	sublemma	37	37
10800239-11	239	sublemma	37	37
10800239-12	239	sublemma	37	37
10800239-13	239	sublemma	37	37
10800239-14	239	sublemma	37	37
10800239-15	239	sublemma	37	37
10800240-0	240	head	37	37
10800240-1	240	sublemma	37	37
10800241-0	241	head	37	37
10800241-1	241	sublemma	37	37
10800242-0	242	head	37	37
10800242-1	242	sublemma	37	38
10800243-0	243	head	38	38
10800243-1	243	sublemma	38	38
10800243-2	243	sublemma	38	38
10800243-3	243	sublemma	38	38
10800244-0	244	head	38	38
