page	entry	sub_id	is_head	score	status	scan	text_position	match_rel_start	match_rel_end	candidate_entries	detected_header_entry	reviewed	review_note	ocr_last_lines	xml_sublemma_preview
746	5361	10805361-6	0	96.72	ok	H4 6481 (8,1_0818.jpg	ends-here	0.806	0.997	5360|5361|5362		0		par. eccl. de Nuwiller Argent. dioc. (5 m. arg.) 29. mai. 60 S 523 217” -	de capel. s. Jacobi maior. in Walbach Basil. dioc. 4 ac alt. s. Leodgari in Ongerßheyn d. dioc. 3 ac alt. s. Vincentii in capel. s. Nicolai infra septa mon. ut supra 1 m. arg. vac. p. devol. , n. o. iur. in par. eccl. b. Marie de Duirchen Basil. dioc. 4 ac perp. capn. ad alt. b. Marie in par. eccl. de Nuwiller Argent. dioc. 5 m. arg. 29. mai. 1460 S 523 217v .
747	5366	10805366-1	0	83.67	ok	H4 6481 (8,1_0819.jpg	complete-on-page	0.000	1.000	5365|5366|5367		0		sponsorium disposuit: de conf. et indulg. 1 an., fiat de conf. 2. iun.	de conf. et indulg. 1 an. , fiat de conf. 2. iun. 1459 S 522 152v .
748	5377	10805377-2	0	96.61	ok	H4 6481 (8,1_0820.jpg	ends-here	0.480	0.952	5376|5377|5378		0		p. o. Heinrici Hergot, n. o. gr. ex- pect. ut supra 24. oct. 61 S 545	cler. Constant. dioc. : de perp. capn. eccl. s. Petri Basil. 2 m. vac. p. o. Heinrici Hergot , n. o. gr. expect. ut supra 24. oct. 1461 S 545 250rs .
749	5389	10805389-2	0	85.71	ok	H4 6481 (8,1_0821.jpg	complete-on-page	0.000	1.000	5388|5389|5390		0		arg.) 1. oct. 57 L 543 242°-244' - 1. b. mai. 60 T 9 107” - oblig. p. Cri-	l. b. mai. 1460 T 9 107v .
750	5401	10805401-2	0	75.29	ok	H4 6481 (8,1_0822.jpg	starts-here	0.000	0.063	5400|5401|5402		0		16. mart. 62 S 549 56" - de par. eccl. in Uffgkhem (Ufflxhem)	de par. eccl. in Uffgkhem Ufflxhem Herbip. dioc. 3 m. arg. vac. p. resign. Theoderici de Bayscheyn Boytron subdiac. Trever. dioc. Jacobi tit. s. Anastasie card. fam. qui illam vac. p. o. Ade <Kutner> d. card. fam. in op. Aquependente Urbevetan. dioc. ad supplic. d. card. acc. < p. Johannem Horis cler. Leod. dioc. procur. eius, n. o. gr. expect. de 2 benef. ad coll. prep. etc. s. Stephani Bamberg. et s. Gumperti in Anelspach Herbip. dioc. eccl. c. cass. d. gr. in casu pacifice assec. > 13. iun. 1 ...
751	5406	10805406-3	0	95.24	ok	H4 6481 (8,1_0823.jpg	ends-here	0.927	0.998	5405|5406|5407		0		pulturam: indulg., gratis 8. ian. 60 V 502 187°.	Prep. etc. eccl. s. Nicolai in St. Gurc. dioc. quib. temp. Nicolai V. Ludovicus tit. s. Laurentii in Damaso presb. card. qui eccl. Aquileg. preest univit par. eccl. s. Leonhardi in Newnkirchen in de Aynad Aquileg. dioc. 12 m. arg. ita quod cedente Leonhardo Gallenberger eiusdem rect. possessionem apprehendere possent oblig. p. Wolfgangum Wennger can. eccl. b. Marie in Matikoven Patav. dioc. sup. annat. par. eccl. in Nowkorken 23. feb. 60 A 12 92r . Capel. b. Marie in eccl. s. Nicolai in St. Gurc ...
752	5414	10805414-2	0	100.00	ok	H4 6481 (8,1_0824.jpg	continues	0.498	0.705	5413|5414|5415		0		cov. (10 m. arg.) quos vac. p. o. Petri d. Czesla acc. vig. gr. expect.,	litig. contra Stanislaum de Curosvankii cler. intrusum Petro et Dobeslao eius fratribus spoliantibus : de prov. si neutri de can. et preb. eccl. Cracov. 10 m. arg. quos vac. p. o. Petri d. Czesla acc. vig. gr. expect. , n. o. par. eccl. in Bachnia Cracov. dioc. 24 m. arg. quam possidet 4. decb. 1460 S 533 31rss .
753	5421	10805421-1	0	99.08	ok	H4 6481 (8,1_0825.jpg	starts-here	0.000	0.422	5420|5421|5422		0		Universi incole et habitato- res loci T. Prag. dioc.: indulg.	Universi incole et habitatores loci T. Prag. dioc. : indulg. pro processione mensili in eorum eccl. fac. , gratis 17. mart. 1459 L 548A 143v .
754	5432	10805432-1	0	94.74	ok	H4 6481 (8,1_0826.jpg	ends-here	0.775	1.000	5431|5432|5433		0		Pontismontionis Meten. dioc. (4 1. Tur. p.) 18. aug. 61 S 542 219”.	de par. eccl. s. Martini in Chireyo de Pontemonssionis d. dioc. 24 l. T. p. vac. p. o. Desiderii Barbilerom , n. o. can. et preb. colleg. eccl. s. Crucis de Pontemontione Tullen. dioc. 15 necnon capn. in mon. s. Anthonii Pontismontionis Meten. dioc. 4 l. T. p. 18. aug. 1461 S 542 219v .
755	5445	10805445-2	0	87.50	ok	H4 6481 (8,1_0827.jpg	starts-here	0.063	0.508	5444|5445|5446		0		prov. de can. et preb. Ca- storis in Confluencia Trever. dioc.	de nova prov. de can. et preb. eccl. s. Castoris in Confluencia Trever. dioc. 6 m. arg. vac. p. o. Symonis Dorloff 21. iul. 1459 S 520 191rs .
756	5449	10805449-2	0	93.18	ok	H4 6481 (8,1_0828.jpg	ends-here	0.713	0.994	5448|5449|5450		0		arg.) vac. p. o. Pauli [Greve] 5. aug. 63 S 567 88'ss.	cler. Minden. dioc. litig. contra Gerardum Wonstorp : de surrog. ad iur. eius in par. eccl. in Rokel Halberstad. dioc. 2 m. arg. vac. p. o. Pauli [Greve] 5. aug. 1463 S 567 88rss .
757	5455	10805455-1	0	94.59	ok	H4 6481 (8,1_0829.jpg	continues	0.600	0.730	5454|5455|5456		0		Pientinam loco ubi papa tunc erat TST:	de perp. vicar. sive capel. maior. s. Spiritus op. Luneburgen. Verden. dioc. vacat. p. cess. Henningi Mautroris cler. Halberstad. dioc. 4 m. arg. de qua vac. p. o. Johannis Colle prope civit. Pientinam loco ubi papa tunc erat ultra 2 dietas legales n. distante defuncti sibi prov. fuit 27. aug. 1463 S 566 288r .
758	5458	10805458-2	0	98.21	ok	H4 6481 (8,1_0830.jpg	continues	0.186	0.291	5457|5458|5459		0		(Hornze) et Franciscum de Maf- feis Monast., Colon. et Veronen.	presb. Colon. dioc. pres. in cur. , litig. contra Johannem Cristiani , Johannem Lenis Lenys , Johannem Hornsse Hornze et Franciscum de Maffeis Monast. , Colon. et Veronen. dioc. clericos ac Johannem Haithof Haerthof, Hethoff cler. Colon. dioc. in cur. defunctum: de surrog. ad iur. eius in can. et preb. eccl. s. Andree Colon. 8 m. arg. quos vac. p. o. Michaelis sive Johannis de Consvelinna Coesveldia, Corsfeldia acc. vig. gr. expect. Calisti III. , n. o. par. eccl. person. nunc. in Berge Colon. d ...
759	5460	10805460-1	0	100.00	ok	H4 6481 (8,1_0831.jpg	continues	0.497	0.677	5459|5460|5461		0		Holtzacie (simul 4) necnon prec. imper. ac perp. vicar. una in op.	de perp. s. c. vicar. in eccl. Zwerin. 4 m. arg. vac. p. o. Theoderici Coppeken , n. o. can. et preb. eccl. Lubic. 8 quos possidet et 2 vicar. Lubic. et Bremen. dioc. in opidis in terra Holtzacie simul 4 necnon prec. imper. ac perp. vicar. una in op. Davantrien. Traiect. dioc. 4 et al. in op. Luneborg. Verden. dioc. 6 m. arg. quas n. possidet 7. nov. 1458 S 514 168vs .
760	5461	10805461-16	0	83.95	ok	H4 6481 (8,1_0832.jpg	starts-here	0.000	0.086	5460|5461|5462		0		[60] Arm. 39.9 - qui com- misit Hinrico ep. Venecompen.	qui commisit Hinrico ep. Venecompen. suo vic. in spirit. necnon Bernardo de Reyda s. theol. doct. et Waltero de Blisia decr. doct. ut visit. mon. monial. in Greverade Greverode o. s. Aug. Colon. dioc. : de committ. sibi causam in quam Alveidt de Bodebergh priorissa c. 16 monial. desup. traxit Catherinam de Nesselrade Nesselrode magistram d. mon. que unac. 6 monial. d. commiss. obedivit 11. decb. 1460 S 534 39vs ., V 504 51vss .
761	5469	10805469-1	0	96.97	ok	H4 6481 (8,1_0833.jpg	continues	0.355	0.746	5468|5469|5470		0		Conradi Ribbercht curialis in ci- vit. Viterbien. defuncti 13. sept. 58	prov. de can. et preb. eccl. s. Pauli Halberstad. 4 m. arg. vac. p. o. Conradi Ribbercht curialis in civit. Viterbien. defuncti 13. sept. 1458 V 472 51r-52v , conc. s. d. 2. sept. 58 V 500 5v .
762	5474	10805474-1	0	94.92	ok	H4 6481 (8,1_0834.jpg	ends-here	0.701	0.946	5473|5474|5475		0		unac. cantor. d. eccl. Padeburn. (4 m. arg.) p. 2 an. detin. 1. apr. 61 S	de nova prov. de vicedominatu eccl. Monast. 4 m. arg. quem vac. p. assec. archidiac. in Loen in eadem eccl. p. Henricum Keppel fact. quond. Henricus ep. Monast. sibi contulit et quem unac. cantor. d. eccl. Paderburn. 4 m. arg. p. 2 an. detin. 1. apr. 1461 S 537 247vss .
763	5482	10805482-1	0	98.41	ok	H4 6481 (8,1_0835.jpg	continues	0.493	0.806	5481|5482|5483		0		Johannis Jherosolimitan. op. Velt- kirch d. dioc. incorp. (simul 24 fl.	de perp. vicariis par. eccl. in Turringen et Bladach vallis Drusiane d. dioc. commendatori et fr. domus s. Johannis Jherosolimitan. op. Veltkirch d. dioc. incorp. simul 24 fl. adc. vac. p. devol. 5. iul. 1460 S 532 217rs .
764	5483	10805483-21	0	96.83	ok	H4 6481 (8,1_0836.jpg	continues	0.383	0.517	5482|5483|5484		0		de Masen Traiect. dioc. et ©. Con- rado Caefelt pro perp. vicar. ad alt.	qui resign. par. eccl. de Hamont Leod. dioc. ex causa perm. c. Theoderico Stock Eugenii IV. cubic. pro can. Traiect. et c. Jacobo Johannis Ysbrandi pro preb. dormitorii eccl. Traiect. et par. eccl. de Masen Traiect. dioc. et c. Conrado Caefelt pro perp. vicar. ad alt. s. Agate in par. eccl. de Muylkerc Traiect. dioc. in manibus prep. eccl. s. Petri Traiect. : de nova prov. de preb. dormitorii eccl. Traiect. 8 ac par. eccl. de Mersen Traiect. dioc. 4 m. arg. quos vig. perm. ut supra possidet 10. ...
765	5488	10805488-1	0	96.36	ok	H4 6481 (8,1_0837.jpg	ends-here	0.782	0.996	5487|5488|5489		0		Gerardus olim cam. ap. collect. fuerit 19. iun. 60 S 531 230%.	de nova prov. de can. et preb. eccl. b. Marie Reyssen. d. dioc. 10 m. arg. quos vac. p. resign. Gerardi Nyenhuyss cler. d. dioc. licent. in decr. ex causa perm. in manibus T[heoderici] aep. Colon. fact. assec. est, n. o. quod Gerardus olim cam. ap. collect. fuerit 19. iun. 1460 S 531 230v .
766	5497	10805497-2	0	100.00	ok	H4 6481 (8,1_0838.jpg	continues	0.174	0.300	5496|5497|5498		0		postmodum de par. eccl. in Alkon (Alken) d. dioc. auct. ordin. prov.	bac. in iur. can. qui olim prepos. eccl. s. Spiritus Ruremunden. Leod. dioc. resign. cuique postmodum de par. eccl. in Alkon Alken d. dioc. auct. ordin. prov. fuit: de creatione in can. eccl. Traiect. et prov. sibi de d. prepos. que etiam in d. eccl. Traiect. off. exist. 4 m. arg. c. disp. retin. eandem unac. c. d. par. eccl. 32 m. vel 2 incompat. , c. derog. statutis eccl. Traiect. quib. cavetur quod prepos. nulli nisi can. actu prebend. eccl. Traiect. assign. , fiat ad par. ad 5 an. 18. sept. ...
767	5504	10805504-3	0	100.00	ok	H4 6481 (8,1_0839.jpg	continues	0.159	0.432	5503|5504|5505		0		tra Johannem Nulla mag. in art. et presb. detentorem: de prov. si	litig. coram Bernardo Rovira aud. contra Johannem Nulla mag. in art. et presb. detentorem: de prov. si neutri de perp. s. c. vicar. ad alt. s. Laurentii curie canonicalis Bamberg. 4 m. arg. vac. p. o. Alberti Bresnev 8. apr. 1462 S 550 225rs .
768	5509	10805509-2	0	70.83	manual	H4 6481 (8,1_0840.jpg	starts-here	0.000	0.153	5508|5509|5510		1	manual override via stage3b	in cur. 13. oct. 61 S 543 10%s. - de perp. capn. capel. s. Johannis bapt.	de perp. capn. capel. s. Johannis bapt. in Maldum Hildesem. dioc. 3 m. arg. vacat. p. cess. Herenergi Manekop cler. Halberstad. dioc. , etiamsi vac. p. resign. Arnoldi Kopman, n. o. can. et preb. eccl. s. Mauritii e. m. Hildesem. 10. feb. 1462 S 543 64rs .
769	5514	10805514-1	0	83.50	ok	H4 6481 (8,1_0841.jpg	starts-here	0.000	0.341	5513|5514|5515		0		maker mag. in art.: prov. de can. c. reserv. preb. eccl. s. Lebuini Da-	prov. de can. c. reserv. preb. eccl. s. Lebuini Daventrien. Traiect. dioc. necnon benef. ad coll. ep. etc. Traiect. 24. nov. 1458 L 540 20r-22r .
770	5519	10805519-4	0	100.00	ok	H4 6481 (8,1_0842.jpg	starts-here	0.115	0.188	5518|5519|5520		0		gubernari (11 m. arg.) vacat. p. priv. <p. n. prom.) Johannis Stap-	de altera portione par. eccl. b. Marie Civilis Traiect. p. 2 rect. portionarios nunc. solite gubernari 11 m. arg. vacat. p. priv. < p. n. prom. > Johannis Staphorst presb. d. dioc. qui ad fraudandum cam. ap. sup. annat. falso expressit val. 6 m. arg. <et asserens sibi de ea de novo prov. fuisse n. fecit mentionem de def. nat. p. s. ac eam p. an. detin. , etiamsi vac. p. resign. Arnoldi de Clivis cubic. et fam. pape>, n. o. perp. s. c. vicar. in par. eccl. Harlemen. Traiect. dioc. 2 quam obtin. < ...
771	5521	10805521-6	0	100.00	ok	H4 6481 (8,1_0843.jpg	starts-here	0.061	0.272	5520|5521|5522		0		preb. eccl. b. Marie Hamburgen. Bremen. dioc. (4 m. arg. p.) vac. p.	de can. et maior. preb. eccl. b. Marie Hamburgen. Bremen. dioc. 4 m. arg. p. vac. p. o. Johannis Kuse litt. ap. script. sive adhuc p. resign. Everhardi Zammessen in manibus Nicolai V. seu Andree Luperi litt. ap. script. in manibus pape aut p. o. Johannis de Henen 19. iul. 1463 S 565 84rs .
772	5530	10805530-0	1	88.89	ok	H4 6481 (8,1_0844.jpg	continues	0.708	0.842	5529|5530|5531		0		car. commendam (16 m.) in d. 772 :	Theodericus Wi r chman us Wichmann vic. ad alt. ss. Cecilie et Appolonie in eccl. b. Marie Bamburgen. Bremen. dioc. , can. d. eccl. , mag. in theol. ex fruct. d. vicar. commendam 16 m. in d. eccl. fund. que de iur. patron. exist.
773	5534	10805534-2	0	100.00	ok	H4 6481 (8,1_0845.jpg	continues	0.471	0.775	5533|5534|5535		0		de can. et preb. eccl. Leod. (20 m. arg.) vacat. p. resign. d. card. <ho-	rect. par. eccl. de Hasselt Leod. dioc. , N icolai tit. s. Petri ad vincula presb. card. fam. : de prov. de can. et preb. eccl. Leod. 20 m. arg. vacat. p. resign. d. card. <hodie fact. > 1. iun. 1461 S 540 79r , L 580 53v-55r .
774	5538	10805538-3	0	100.00	ok	H4 6481 (8,1_0846.jpg	continues	0.334	0.398	5537|5538|5539		0		Thesaurarii sive canaparii fabrice eccl.: conf. traditio pec.	Eccl. conf. incorp. par. eccl. plebes nunc. s. Petri de Dornec et ss. Petri et Pauli in Thomai Tergest. dioc. tunc p. quosdam scismaticos et nunc p. nonnullos tirannos se iur. patron. habere pretendentes occup. necnon s. Marie Helsaco p. quond. Nicolaum ep. Tergest. mense capitulari fact. , gratis 24. decb. 59 V 477 142vss . Thesaurarii sive canaparii fabrice eccl. : conf. traditio pec. quas quond. Benevenuta Michaelis Ade civ. Tergest. vidua d. fabrice debuit ratione liberationis domus quem Nic ...
775	5543	10805543-2	0	93.75	ok	H4 6481 (8,1_0847.jpg	continues	0.504	0.645	5542|5543|5544		0		Gerpercht acc. vig. gr. expect., n. qs	de nova prov. de can. et media preb. eccl. s. Bonifacii Halberstad. 3 m. arg. quos vac. p. o. Theoderici Guntheri vel Johannis Gerpercht acc. vig. gr. expect. , n. o. par. eccl. in Olnenstede Magdeburg. dioc. 3 m. arg. quam obtin. 27. mart. 1462 S 543 99vs .
776	5555	10805555-2	0	86.79	ok	H4 6481 (8,1_0848.jpg	starts-here	0.000	0.523	5554|5555|5556		0		59 § 521 142's. - com. de Vernem- burg secr.: de confic. litt. ut supra	com. de Vernemburg secr. : de confic. litt. ut supra etiam ad 2 par. eccl. 2. oct. 1459 S 524 116v .
777	5557	10805557-10	0	100.00	ok	H4 6481 (8,1_0849.jpg	continues	0.518	0.892	5556|5557|5558		0		rode quam Ferricus Johannis de Franziona p. an. et ultra detin. 6.	oblig. sup. annat. person. eccl. in Sechten Colon. dioc. 8 m. arg. vac. p. resign. Johannis Wolkenrode quam Ferricus Johannis de Franziona p. an. et ultra detin. 6. feb. 1462 A 13 73v .
778	5558	10805558-13	0	100.00	ok	H4 6481 (8,1_0850.jpg	continues	0.157	0.393	5557|5558|5559		0		(22 m. arg.) vac. p. o. Arnoldi de Treskaw, solv. 110 fl. adc. medie-	oblig. sup. annat. prepos. eccl. Magdeburg. 22 m. arg. vac. p. o. Arnoldi de Treskaw , solv. 110 fl. adc. medietatem pro annat. et al. medietatem in subventionem contra Turc h os , coll. 8. nov. 63 14. decb. 1463 A 14 221v , Q 1125 209v , p. Jo. Nochi IE 455 32r , IE 456 32r .
779	5567	10805567-0	1	100.00	ok	H4 6481 (8,1_0851.jpg	complete-on-page	0.000	1.000	5566|5567|5568	5567	0	correctly matched head of entry 5567	5567 Thomas Carnificis: 1. b. (lic. elig. confess.) apr. 62 T 9 219".	Thomas Carnificis
780	5573	10805573-1	0	89.74	ok	H4 6481 (8,1_0852.jpg	continues	0.628	0.785	5572|5573|5574		0		Sancto Ursicino d. dioc. eccl. can. eu preb:)	de can. et preb. ac cantor. eccl. s. Martini Columbarien. Basil. dioc. 6 m. arg. quos vac. p. o. < Judoci Schurr > acc. vig. gr. expect. Calisti III. <de eiusdem et s. Ursicini de Sancto Ursicino d. dioc. eccl. can. c. reserv. preb. > 17. oct. 58 S 513 111rs ., 16. nov. 1458 L 535 51rss .
781	5585	10805585-2	0	100.00	ok	H4 6481 (8,1_0853.jpg	continues	0.283	0.500	5584|5585|5586		0		min. constit. d. par. eccl. p. 5 an. possedit et depost in sacerdotium	regis Polonie not. , rect. par. eccl. in Gambspro Gneznen. dioc. ex utr. de nob. gen. qui in min. constit. d. par. eccl. p. 5 an. possedit et depost in sacerdotium prom. par. eccl. in Ganbino Poznan. dioc. assec. est: de rehab. et confer. sibi easdem par. eccl. simul 14 m. arg. c. disp. ad 2 incompat. 1. feb. 1461 S 536 59vs .
782	5593	10805593-1	0	98.36	ok	H4 6481 (8,1_0854.jpg	starts-here	0.109	0.664	5592|5593|5594		0		de 2 benef. ad coll. aep. etc. Gnez- nen. et ep. etc. Poznan. c. prerog.	motu pr. prov. de 2 benef. ad coll. aep. etc. Gneznen. et ep. etc. Poznan. c. prerog. fam. descript. 24. nov. 1458 V 501 431rs .
783	5595	10805595-19	0	98.53	ok	H4 6481 (8,1_0855.jpg	continues	0.167	0.259	5594|5595|5596		0		nie partibus sed. ap. legatus et Ca- listus III. de 3 incompat. etiamsi 2	c. quo primo Nicolaus V. ad 3 incompat. etiamsi una par. eccl. et deinde Johannes ep. Portuen. tunc tit. s. Angeli diac. card. in Alamanie partibus sed. ap. legatus et Calistus III. de 3 incompat. etiamsi 2 par. eccl. disp. et qui primo prepos. colleg. eccl. in op. Herrieden. Eistet. dioc. et deinde prepos. b. Marie ad Gradus Magunt. et successive diversas par. eccl. adeptus extitit et eas successive dim. sic ut nullam hodie teneat, cui de prepos. eccl. s. Gangolfi e. m. Bamberg. vac. p. o. Joha ...
784	5599	10805599-1	0	92.86	ok	H4 6481 (8,1_0856.jpg	ends-here	0.688	0.993	5598|5599|5600		0		litt. Calisti III. 30. ian. 62 L 570 259'-260".	m. nove prov. de can. et preb. eccl. s. Stephani Argent. 5 m. arg. quos vac. p. o. Johannis Schol acc. vig. litt. Calisti III. 30. ian. 1462 L 570 259r-260v .
785	5608	10805608-2	0	100.00	ok	H4 6481 (8,1_0857.jpg	complete-on-page	0.000	1.000	5607|5608|5609		0		pensio, s. d. I 329 39” - o. fr. min. prof.: disp. recip. unac. eccl. Aga-	pensio, s. d. I 329 39v .
786	5614	10805614-5	0	100.00	ok	H4 6481 (8,1_0858.jpg	continues	0.197	0.287	5613|5614|5615		0		posuit ad falsam relationem sup. concordia inter Petrum et Stepha-	Can. et preb. eccl. T. dec. et Petrus Milet can. et capit. eccl. : m. absol. ab excom. quam Ludovicus de Caster dec. eccl. s. Cuniberti Colon. subexec. eis imposuit ad falsam relationem sup. concordia inter Petrum et Stephanum de Bavaria thesaur. eccl. Colon. sup. can. et preb. d. eccl. T. fact. 2. feb. 64 L 591 119rss . Dec. etc. colleg. eccl. s. Salvatoris T. : de statuendo ut disponere possint de 8 ex 27 perp. vicar. seu capn. d. eccl. ad s. Johannis ev. 10 ac b. Marie in min. cripta 20 et pr ...
787	5617	10805617-1	0	100.00	ok	H4 6481 (8,1_0859.jpg	continues	0.163	0.546	5616|5617|5618		0		sil. dioc.: supplic. Johanne Wernheri de Flaxland dec. eccl.	Capel. b. Barbare in T. Basil. dioc. : supplic. Johanne Wernheri de Flaxland dec. eccl. Basil. cubic. secreti et fam. pape indulg. 23. mart. 1460 V 502 262rs .
788	5631	10805631-0	1	84.62	ok	H4 6481 (8,1_0860.jpg	ends-here	0.735	1.000	5630|5631|5632		0		est par. eccl. in Perkirchem (Per- kirchen) d. dioc.: de disp. ad ter-	Ulricus Aresinger Arisinger leg. doct. , prep. eccl. Montismadron Frising. dioc. < ex utr. de mil. gen. > qui vig. disp. ad incompat. assec. est par. eccl. in Perkirchem Perkirchen d. dioc.
789	5637	10805637-3	0	98.31	ok	H4 6481 (8,1_0861.jpg	continues	0.399	0.658	5636|5637|5638		0		nunc. qui eos ad Jacobi Morum- mester pellificis opid. op. Mona-	et conv. d. mon. litig. contra Johannem Hulscheide iudicem laic. curie vetiti iudicii Westphalie nunc. qui eos ad Jacobi Morummester pellificis opid. op. Monagen. Frising. dioc. instantiam citari fecit: dantur iudices 23. oct. 1460 L 566 66rs .
790	5646	10805646-4	0	98.33	ok	H4 6481 (8,1_0862.jpg	continues	0.150	0.268	5645|5646|5647		0		Ulricum Entzperger canonicos Ra- tisbon. et Ulricum Vonderlich	reus et possessor litig. in cur. in secunda instantia contra Johannem Faga Fuga , Ulricum Entzperger canonicos Ratisbon. et Ulricum Vonderlich Wunderlich Calisti III. ac pape fam. et cust. prime porte qui cessit in favorem possessoris ex causa perm. pro al. eccl. Ratisbon. dioc. quam tunc Ulricus Entzenberger obtin. et deinde defunctus extitit: de surrog. ad iur. Ulrici Wunderlich et prov. si nulli de par. eccl. in Ebe 16 m. arg. c. disp. de 2 par. eccl. ad 5 an. , n. o. eccl. in Scherding Patav ...
791	5653	10805653-0	1	100.00	ok	H4 6481 (8,1_0863.jpg	complete-on-page	0.000	1.000	5652|5653|5654	5653	0	correctly matched head of entry 5653	5653 Ulricus Gatz cler. Basil.: de m. priv. Theobaldum Warnei cler. Ba-	Ulricus Gatz cler. Basil.
792	5658	10805658-1	0	96.15	ok	H4 6481 (8,1_0864.jpg	ends-here	0.652	0.987	5657|5658|5659		0		civ. et consulatui civit. August. 17. mai. 63 L 589 290's.	m. conf. fund. et reserv. iur. patron. sibi et heredibus suis masculini sexus illis vero deficientibus mag. civ. et consulatui civit. August. 17. mai. 1463 L 589 290rs .
